,t,u,y
720,7.207207207207207,-17.0,-12.74024120252465
721,7.217217217217217,-17.0,-12.716605841208114
722,7.227227227227227,-17.0,-12.694974595042098
723,7.237237237237237,-17.0,-12.675262310792542
724,7.247247247247247,-17.0,-12.65738686701988
725,7.257257257257257,-17.0,-12.641269074226265
726,7.267267267267267,-17.0,-12.626832578158314
727,7.277277277277277,-17.0,-12.614003766167802
728,7.287287287287287,-17.0,-12.60271167653617
729,7.297297297297297,-17.0,-12.592887910671116
730,7.307307307307307,-17.0,-12.584466548086684
731,7.317317317317317,-17.0,-12.577384064080743
732,7.327327327327327,-17.0,-12.57157925002648
733,7.337337337337337,-17.0,-12.56699313619706
734,7.347347347347347,-17.0,-12.56356891704495
735,7.357357357357357,-17.0,-12.561251878860006
736,7.367367367367367,-17.0,-12.559989329732513
737,7.377377377377377,-17.0,-12.559730531749826
738,7.387387387387387,-17.0,-12.560426635357203
739,7.397397397397397,-17.0,-12.562030615815795
740,7.407407407407407,-17.0,-12.564497211692572
741,7.4174174174174174,-17.0,-12.567782865319142
742,7.4274274274274275,-17.0,-12.571845665158172
743,7.4374374374374375,-17.0,-12.57664529001816
744,7.4474474474474475,-17.0,-12.58214295505899
745,7.4574574574574575,-17.0,-12.588301359532503
746,7.4674674674674675,-17.0,-12.595084636204076
747,7.4774774774774775,-17.0,-12.602458302402741
748,7.4874874874874875,-17.0,-12.610389212649107
749,7.4974974974974975,-17.0,-12.618845512811744
750,7.5075075075075075,-17.0,-12.627796595744435
751,7.5175175175175175,-17.0,-12.63721305835788
752,7.5275275275275275,-17.0,-12.647066660081064
753,7.5375375375375375,-17.0,-12.65733028266881
754,7.5475475475475475,-17.0,-12.66797789131331
755,7.5575575575575575,-17.0,-12.678984497018886
756,7.5675675675675675,-17.0,-12.690326120200247
757,7.5775775775775776,-17.0,-12.701979755465935
758,7.587587587587588,-13.0,-12.564454186320566
759,7.597597597597598,-13.0,-12.386320097437089
760,7.607607607607608,-13.0,-12.215971558204355
761,7.617617617617618,-13.0,-12.053128380395272
762,7.627627627627628,-13.0,-11.897519653105007
763,7.637637637637638,-13.0,-11.748883448704387
764,7.647647647647648,-13.0,-11.60696653788056
765,7.657657657657658,-13.0,-11.471524113488428
766,7.667667667667668,-13.0,-11.34231952294451
767,7.677677677677678,-13.0,-11.219124008903318
768,7.687687687687688,-13.0,-11.101716457963798
769,7.697697697697698,-13.0,-10.989883157161273
770,7.707707707707708,-13.0,-10.883417558007574
771,7.717717717717718,-13.0,-10.782120047849226
772,7.727727727727728,-13.0,-10.685797728320509
773,7.737737737737738,-13.0,-10.594264200674974
774,7.747747747747748,-13.0,-10.507339357785401
775,7.757757757757758,-13.0,-10.424849182608783
776,7.767767767767768,-13.0,-10.346625552918724
777,7.777777777777778,-13.0,-10.272506052113929
778,7.787787787787788,-13.0,-10.20233378591703
779,7.797797797797798,-13.0,-10.135957204783653
780,7.807807807807808,-13.0,-10.073229931847191
781,7.817817817817818,-13.0,-10.014010596229818
782,7.827827827827828,-13.0,-9.95816267155562
783,7.837837837837838,-13.0,-9.90555431950646
784,7.847847847847848,-13.0,-9.856058238266266
785,7.857857857857858,-13.0,-9.809551515703856
786,7.867867867867868,-13.0,-9.765915487149138
787,7.877877877877878,-13.0,-9.725035597621797
788,7.887887887887888,-13.0,-9.686801268375891
789,7.897897897897898,-13.0,-9.651105767627971
790,7.907907907907908,-13.0,-9.617846085340226
791,7.917917917917918,-13.0,-9.586922811934162
792,7.927927927927928,-13.0,-9.558240020814008
793,7.937937937937938,-13.0,-9.531705154582852
794,7.947947947947948,-13.0,-9.507228914837789
795,7.957957957957958,-13.0,-9.484725155434159
796,7.967967967967968,-13.0,-9.464110779111977
797,7.977977977977978,-13.0,-9.445305637381107
798,7.987987987987988,-13.0,-9.428232433564744
799,7.997997997997998,-13.0,-9.412816628903949
800,8.008008008008009,-13.0,-9.398986351628764
801,8.018018018018019,-13.0,-9.386672308904517
802,8.028028028028029,-13.0,-9.375807701564437
803,8.038038038038039,-13.0,-9.366328141542748
804,8.048048048048049,-13.0,-9.358171571924625
805,8.058058058058059,-13.0,-9.351278189532302
806,8.068068068068069,-13.0,-9.3455903699688
807,8.078078078078079,-13.0,-9.34105259504336
808,8.088088088088089,-13.0,-9.337611382504733
809,8.098098098098099,-13.0,-9.335215218011014
810,8.108108108108109,-13.0,-9.333814489266606
811,8.118118118118119,-13.0,-9.333361422259177
812,8.128128128128129,-13.0,-9.333810019531533
813,8.138138138138139,-13.0,-9.335116000425181
814,8.148148148148149,-13.0,-9.337236743234426
815,8.158158158158159,-13.0,-9.34013122921159
816,8.168168168168169,-13.0,-9.343759988365946
817,8.178178178178179,-13.0,-9.348085047000383
818,8.188188188188189,-13.0,-9.353069876931961
819,8.198198198198199,-13.0,-9.358679346343699
820,8.208208208208209,-13.0,-9.364879672217008
821,8.218218218218219,-13.0,-9.37163837429528
822,8.228228228228229,-13.0,-9.378924230531084
823,8.238238238238239,-13.0,-9.386707233970466
824,8.248248248248249,-13.0,-9.394958551029644
825,8.258258258258259,-13.0,-9.403650481120533
826,8.268268268268269,-13.0,-9.412756417582848
827,8.278278278278279,-13.0,-9.422250809882065
828,8.288288288288289,-13.0,-9.43210912703344
829,8.298298298298299,-13.0,-9.442307822213843
830,8.308308308308309,-13.0,-9.452824298524007
831,8.318318318318319,-13.0,-9.463636875865275
832,8.328328328328329,-13.0,-9.474724758895697
833,8.338338338338339,-13.0,-9.486068006031719
834,8.348348348348349,-13.0,-9.49764749946247
835,8.358358358358359,-13.0,-9.509444916144908
836,8.368368368368369,-13.0,-9.52144269974887
837,8.378378378378379,-13.0,-9.533624033522141
838,8.388388388388389,-13.0,-9.545972814046518
839,8.398398398398399,-13.0,-9.558473625856806
840,8.408408408408409,-13.0,-9.57111171689543
841,8.418418418418419,-13.0,-9.58387297477633
842,8.428428428428429,-13.0,-9.59674390383252
843,8.438438438438439,-13.0,-9.609711602922474
844,8.448448448448449,-13.0,-9.62276374397144
845,8.458458458458459,-13.0,-9.635888551224184
846,8.468468468468469,-13.0,-9.649074781186798
847,8.478478478478479,-13.0,-9.662311703235567
848,8.488488488488489,-13.0,-9.675589080871747
849,8.498498498498499,-13.0,-9.688897153601708
850,8.508508508508509,-13.0,-9.702226619422557
851,8.518518518518519,-13.0,-9.715568617893892
852,8.528528528528529,-13.0,-9.728914713777089
853,8.538538538538539,-13.0,-9.742256881223927
854,8.548548548548549,-13.0,-9.75558748849705
855,8.558558558558559,-13.0,-9.76889928320526
856,8.568568568568569,-13.0,-9.78218537803714
